"AÑO","MES","LÍNEA FONDER","TIPO DE PERSONA","TAMAÑO DE EMPRESA","SECTOR ECONÓMICO","MUNICIPIO","DESTINO","MONTO OTORGADO ($)","PLAZO","GENERO DEL SOLICITANTE","SITUACIÓN DEL SOLICITANTE","DESCENDENCIA DEL SOLICITANTE"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Inversión","5,200,000","24","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,000,000","24","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cartago","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","24","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,000,000","20","Hombre","Ninguno","Mestizo"
"2,024","9","2","Persona Natural","Pequeña","Comercio","Buenaventura","Capital de trabajo","52,000,000","36","Hombre","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Inversión","5,200,000","36","Hombre","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","35","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Inversión","5,200,000","36","Hombre","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Indigena"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","3,500,000","36","Mujer","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Ginebra","Pago de deudas","5,200,000","35","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","1,000,000","36","Mujer","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Hombre","Padre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","36","Hombre","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","28","Mujer","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","2,500,000","18","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","3,500,000","8","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,000,000","36","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Roldanillo","Capital de trabajo","5,200,000","35","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Hombre","Padre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Roldanillo","Inversión","5,200,000","35","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","18","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Hombre","Padre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","35","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","2,500,000","36","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","4,000,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Indigena"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Personas con necesidades especiales","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buga","Capital de trabajo","5,200,000","35","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","3,000,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","24","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,000,000","36","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Juridica","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Hombre","Padre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","3,000,000","30","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,000,000","24","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Pago de deudas","5,200,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","3,500,000","4","Mujer","Madre cabeza de hogar","Mulato"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Candelaria","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","5","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","3,000,000","35","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","1,500,000","24","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","24","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,000,000","36","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","4,500,000","36","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","4,000,000","36","Hombre","Padre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","2,500,000","24","Hombre","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","2,000,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","2,500,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Yumbo","Inversión","5,200,000","24","Hombre","Ninguno","Mulato"
"2,024","9","2","Persona Natural","Pequeña","Comercio","Cali","Capital de trabajo","10,000,000","36","Mujer","Otros","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Inversión","2,500,000","36","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","24","Hombre","Padre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Roldanillo","Capital de trabajo","5,200,000","24","Hombre","Otros","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","4,500,000","36","Hombre","Otros","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","24","Mujer","Desmovilizado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,000,000","36","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","La Unión","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Roldanillo","Capital de trabajo","5,200,000","18","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","4,000,000","36","Hombre","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Pago de deudas","3,500,000","24","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","2,951,200","24","Mujer","Desplazado por conflicto armado","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","2,807,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Pago de deudas","5,200,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,000,000","36","Hombre","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Inversión","3,500,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","3,000,000","36","Mujer","Desplazado por conflicto armado","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cartago","Capital de trabajo","5,200,000","35","Hombre","Otros","Caucásico"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Pago de deudas","3,000,000","24","Hombre","Padre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","24","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","4,000,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Inversión","4,000,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Inversión","2,000,000","12","Hombre","Desplazado por conflicto armado","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","3,000,000","36","Hombre","Padre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Personas con necesidades especiales","Mestizo"
"2,024","9","2","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","40,000,000","36","Hombre","Padre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Vijes","Capital de trabajo","5,200,000","35","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","2,500,000","36","Hombre","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Hombre","Padre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","500,000","6","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Hombre","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","18","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","3,500,000","18","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","1,500,000","36","Hombre","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Inversión","4,000,000","23","Mujer","Personas con necesidades especiales","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Florida","Capital de trabajo","5,200,000","18","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Inversión","4,000,000","18","Hombre","Otros","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","4,000,000","34","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","4,500,000","12","Mujer","Desplazado por conflicto armado","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,000,000","36","Mujer","Desplazado por conflicto armado","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Inversión","5,200,000","36","Hombre","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","2,500,000","24","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","4,500,000","36","Mujer","Otros","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,000,000","36","Mujer","Ninguno","Caucásico"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,000,000","30","Mujer","Madre cabeza de hogar","Indigena"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Indigena"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Pago de deudas","5,200,000","36","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","2,500,000","36","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Juridica","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","12","Hombre","Ninguno","Caucásico"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Inversión","3,000,000","36","Mujer","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","3,500,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Pago de deudas","4,800,000","36","Mujer","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Buenaventura","Capital de trabajo","5,200,000","18","Mujer","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","4,000,000","24","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Cali","Capital de trabajo","3,000,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Juridica","Microempresa","Comercio","Cali","Capital de trabajo","1,500,000","7","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Comercio","Palmira","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Juridica","Microempresa","Comercio","Yumbo","Capital de trabajo","5,200,000","12","Hombre","Ninguno","Otros"
"2,024","9","2","Persona Natural","Pequeña","Comercio","Buenaventura","Capital de trabajo","30,000,000","36","Hombre","Padre cabeza de hogar","Caucásico"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Inversión","5,000,000","24","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","1,000,000","12","Mujer","Madre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","500,000","24","Hombre","Ninguno","Indigena"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Capital de trabajo","3,000,000","36","Hombre","Padre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Buenaventura","Capital de trabajo","3,051,600","36","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Juridica","Microempresa","Manufactura","Buenaventura","Pago de deudas","4,000,000","36","Mujer","Otros","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","500,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Hombre","Otros","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Bugalagrande","Capital de trabajo","5,200,000","35","Mujer","Ninguno","Mulato"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,000,000","34","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Inversión","1,000,000","24","Mujer","Otros","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","2,000,000","15","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","1","Persona Juridica","Microempresa","Manufactura","Obando","Capital de trabajo","5,200,000","12","Mujer","Ninguno","Mulato"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Hombre","Otros","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Capital de trabajo","4,000,000","24","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Inversión","4,500,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,000,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","3,000,000","36","Mujer","Desplazado por conflicto armado","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","4,500,000","36","Hombre","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Buenaventura","Capital de trabajo","5,000,000","36","Mujer","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Juridica","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","12","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Indigena"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Inversión","3,500,000","36","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Ginebra","Capital de trabajo","5,200,000","35","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Buenaventura","Capital de trabajo","500,000","36","Mujer","Desmovilizado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Capital de trabajo","2,000,000","24","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,000,000","36","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Madre cabeza de hogar","Afrodescendiente"
"2,024","9","2","Persona Natural","Pequeña","Manufactura","Cali","Capital de trabajo","10,000,000","36","Hombre","Padre cabeza de hogar","Mestizo"
"2,024","9","2","Persona Juridica","Pequeña","Manufactura","Cali","Capital de trabajo","15,000,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Construcción","Buenaventura","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Construcción","Cali","Capital de trabajo","5,200,000","36","Hombre","Otros","Otros"
"2,024","9","1","Persona Juridica","Microempresa","Construcción","Cali","Capital de trabajo","1,500,000","24","Mujer","Otros","Otros"
"2,024","9","1","Persona Natural","Microempresa","Construcción","Buenaventura","Pago de deudas","3,000,000","18","Hombre","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Juridica","Microempresa","Construcción","Cali","Capital de trabajo","3,500,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","2","Persona Juridica","Pequeña","Construcción","Cali","Capital de trabajo","30,000,000","36","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Servicios","Buenaventura","Capital de trabajo","5,000,000","24","Hombre","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Cali","Capital de trabajo","4,000,000","24","Hombre","Personas con necesidades especiales","Caucásico"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Dagua","Capital de trabajo","5,200,000","35","Mujer","Otros","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Cali","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Cali","Capital de trabajo","3,000,000","12","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Palmira","Capital de trabajo","5,200,000","24","Hombre","Padre cabeza de hogar","Otros"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Palmira","Capital de trabajo","5,200,000","24","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Cali","Inversión","3,000,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Agropecuario","Buenaventura","Capital de trabajo","500,000","5","Hombre","Desplazado por conflicto armado","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Capital de trabajo","5,200,000","24","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Buenaventura","Inversión","5,200,000","36","Hombre","Padre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Obando","Capital de trabajo","5,000,000","24","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Buenaventura","Inversión","3,500,000","12","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Pago de deudas","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","9","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Capital de trabajo","2,500,000","12","Mujer","Desplazado por conflicto armado","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","24","Hombre","Padre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Buenaventura","Capital de trabajo","5,200,000","36","Mujer","Desplazado por conflicto armado","Afrodescendiente"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Mujer","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Otros"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","36","Hombre","Ninguno","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Inversión","5,200,000","24","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Capital de trabajo","5,200,000","12","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Palmira","Capital de trabajo","3,000,000","12","Mujer","Madre cabeza de hogar","Mestizo"
"2,024","9","1","Persona Natural","Microempresa","Manufactura","Cali","Inversión","5,100,000","36","Mujer","Madre cabeza de hogar","Mestizo"
